SKU,Product Title,QTY,Expiring QTY,Days till Expiration,Sell Out in Days,Unit Cost,Retail Price,Net Weight,Unit Gross Weight (g),Vendor-L,Farm Level,Product Type,Cacaonum,Allergens,Awards,Chocolate Type,Diet Icons,Exceeds Sellout,Source Country,Inclusion or Flavor,Tags-L
M-AUR-202,Auro Mini Chocolate Bar Cashew Dulce 32%,96,96,250,"8,640",$0.94,$3.25,20,28.35,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Contains Soy,Contains Tree Nuts,Trace Sesame,Trace Gluten",,"Inclusions,White","Halal,No Gluten,No Dairy","8,390",Philippines,Nuts,"btgt,distribution,expiring-ignore,marginhigh,mcountry-Philippines,overstock-more,stocking-stuffer"
M-AUR-203,Auro Mini Chocolate Bar Salted Peanut 47%,203,59,95,"4,568",$0.91,$3.25,20,28.35,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Contains Soy,Trace Tree Nuts,Contains Peanuts,Contains Dairy,Trace Sesame,Contains Gluten",,"Inclusions,Milk","Halal,No Gluten,No Dairy,Milk Alternative","4,472.5",Philippines,"Nuts,Peanut","btgt,distribution,expiring-ignore,marginhigh,mcountry-Philippines,overstock-more,stocking-stuffer"
M-AUR-210,Auro Mini Chocolate Bar Ube White Coco 32%,126,126,250,"1,418",$1.00,$3.25,20,28.35,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Peanuts,Contains Soy,Trace Tree Nuts,Contains Dairy,Trace Sesame,Contains Gluten",,Inclusions,"Halal,No Gluten,No Tree Nuts","1,167.5",Philippines,,"btgt,distribution,expiring-ignore,marginhigh,mcountry-Philippines,overstock-more,stocking-stuffer"
M-BIX-220,Bixby Mini Chocolate Snack Bars Knockout,23,23,312,"2,070",$1.50,$4.00,43,45.36,Bixby Chocolate,"Farm 1,Farm 2",Mini Bars,,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Contains Tree Nuts,Gluten Free",,"Dark,Inclusions","Vegan+,No Gluten,No Soy,No Dairy","1,758",,"Fruit,Hazelnut,Nuts","mcountry-United States,stocking-stuffer"
M-BIX-221,Bixby Mini Chocolate Snack Bars Nutty for You,16,16,301,360,$1.50,$4.00,43,45.36,Bixby Chocolate,"Farm 1,Farm 2",Mini Bars,,"Trace Dairy,Sesame Free,Trace Soy,Gluten Free,Contains Peanuts,Trace Tree Nuts",,"Dark,Inclusions","Vegan+,No Gluten,No Soy,No Dairy",59,,"Nuts,Peanut","mcountry-United States,stocking-stuffer"
M-BIX-222,Bixby Mini Chocolate Snack Bars Nutty for Me,21,21,240,945,$1.50,$4.00,43,45.36,Bixby Chocolate,"Farm 1,Farm 2",Mini Bars,,"Sesame Free,Trace Soy,Gluten Free,Contains Peanuts,Trace Tree Nuts,Contains Dairy",,"Inclusions,Milk","No Gluten,No Soy",705,,"Nuts,Peanut","mcountry-United States,overstock-little,stocking-stuffer"
M-BLV-100,Belvie Mini Chocolate Bars Ben Tre 70%,117,37,627,"3,510",$1.60,$5.50,27,29.48,Belvie Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy","2,883",Vietnam,,"btgt,distribution,marginhigh,mcountry-Vietnam,region-Ben Tre,region-Dong Nai,region-Lam Dong,stocking-stuffer"
M-BLV-101,Belvie Mini Chocolate Bars Tien Giang 70%,84,44,280,"3,780",$1.65,$5.50,27,29.48,Belvie Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy","3,500",Vietnam,,"btgt,distribution,marginhigh,mcountry-Vietnam,region-Ben Tre,region-Dong Nai,region-Lam Dong,stocking-stuffer"
M-BLV-102,Belvie Mini Chocolate Bars Lam Dong 70%,170,40,148,"3,060",$1.60,$5.50,27,29.48,Belvie Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy","2,912",Vietnam,,"btgt,distribution,marginhigh,mcountry-Vietnam,region-Ben Tre,region-Dong Nai,region-Lam Dong,stocking-stuffer"
M-BLV-103,Belvie Mini Chocolate Bars Dong Nai 70%,79,79,280,889,$1.65,$5.50,27,29.48,Belvie Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",608.75,Vietnam,,"btgt,distribution,marginhigh,mcountry-Vietnam,region-Ben Tre,region-Dong Nai,region-Lam Dong,stocking-stuffer"
M-BLV-104,Belvie Mini Chocolate Bars Thien Tuy 75%,80,40,280,"2,400",$1.65,$5.50,27,29.48,Belvie Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy","2,120",Vietnam,,"btgt,distribution,marginhigh,mcountry-Vietnam,region-Ben Tre,region-Dong Nai,region-Lam Dong,stocking-stuffer"
M-BLV-200,Belvie Mini Chocolate Bars Coffee GMV 70%,94,54,531,"1,692",$1.60,$5.50,27,29.48,Belvie Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Flavored","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy","1,161",Vietnam,Coffee,"btgt,distribution,marginhigh,mcountry-Vietnam,region-Ben Tre,region-Dong Nai,region-Lam Dong,stocking-stuffer"
M-DEF-101,Definite Chocolate Mini Bars Dark 80%,138,54,280,69,$0.50,$2.00,12,12.76,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free,Trace Dairy",,"Dark,Plain","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-210.61,Dominican Republic,,"btgt,distribution,marginhigh,mcountry-Dominican Republic,region-Duarte,stocking-stuffer"
M-DEF-102,Definite Chocolate Mini Bars Dark 70%,121,121,524,"1,089",$0.60,$2.00,12,13.61,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free,Trace Dairy",,"Dark,Plain","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",565,Dominican Republic,,"btgt,distribution,marginhigh,mcountry-Dominican Republic,region-Duarte,stocking-stuffer"
M-DEF-201,Definite Chocolate Mini Bars Dark w/ Coffee 65%,278,26,159,"2,085",$0.50,$2.00,12,12.76,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free,Trace Dairy",,"Dark,Flavored","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy","1,926",Dominican Republic,Coffee,"btgt,distribution,marginhigh,mcountry-Dominican Republic,overstock-more,region-Duarte,stocking-stuffer"
M-DEF-202,Definite Chocolate Mini Bars Rum Infusion 75%,421,169,159,"2,915",$0.60,$2.00,12,13.61,Definite Chocolate,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free,Trace Dairy",,"Dark,Flavored","Vegan+,No Gluten,No Soy,No Tree Nuts","2,755.62",Dominican Republic,Alcohol,"btgt,distribution,marginhigh,mcountry-Dominican Republic,region-Duarte,stocking-stuffer"
M-DOM-200,Domori Mini Bars Gianduja w/ Hazelnuts,131,131,194,"1,179",$1.24,$5.25,35,28.35,Domori,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Gluten Free,Contains Tree Nuts",,"Inclusions,Milk,Gianduja","No Gluten,No Soy",985,Blend,"Hazelnut,Nuts","distribution,marginhigh,mcountry-Italy,overstock-more,stocking-stuffer"
M-DOM-201,Domori Mini Bars Dark w/ Hazelnuts,84,48,189,"1,512",$1.24,$5.25,35,28.35,Domori,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Gluten Free,Contains Tree Nuts",,"Inclusions,Gianduja,Dark","No Gluten,No Soy","1,323",Blend,"Hazelnut,Nuts","distribution,marginhigh,mcountry-Italy,stocking-stuffer"
M-DOM-202,Domori Mini Bars White w/ Pecans,119,119,220,"3,570",$1.24,$5.25,35,28.35,Domori,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Gluten Free,Contains Tree Nuts",,"Inclusions,White",No Gluten,"3,350",Blend,"Nuts,Pecan","distribution,marginhigh,mcountry-Italy,overstock-more,stocking-stuffer"
M-DOM-208,Domori Mini Bars Milk w/ Puffed Rice,58,58,220,326,$1.24,$5.25,35,28.35,Domori,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Trace Soy,Gluten Free,Trace Tree Nuts",,"Inclusions,Milk","No Gluten,No Soy,No Tree Nuts",106.25,Blend,,"distribution,marginhigh,mcountry-Italy,overstock-more,stocking-stuffer"
M-FIR-100,Firetree Mini Chocolate Bars Sambirano 84%,181,181,312,"1,253",$1.44,$4.50,25,26.31,Firetree,"Farm 1,Farm 2",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",941.08,Madagascar,,"btgt,distribution,marginhigh,mcountry-United Kingdom,stocking-stuffer"
M-FIR-101,Firetree Mini Chocolate Bars Guadalcanal 69%,27,27,312,486,$1.44,$4.50,25,26.31,Firetree,"Farm 1,Farm 2",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",174,Solomon Islands,,"btgt,distribution,marginhigh,mcountry-United Kingdom,stocking-stuffer"
M-FIR-102,Firetree Mini Chocolate Bars PNG Karkar 72%,139,139,312,"4,170",$1.44,$4.50,25,26.31,Firetree,"Farm 1,Farm 2",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy","3,858",Papua New Guinea,,"btgt,distribution,marginhigh,mcountry-United Kingdom,stocking-stuffer"
M-FIR-103,Firetree Mini Chocolate Bars Melekula Island 72%,92,92,312,"1,380",$1.44,$4.50,25,26.31,Firetree,"Farm 1,Farm 2",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy","1,068",Solomon Islands,,"btgt,distribution,marginhigh,mcountry-United Kingdom,stocking-stuffer"
M-FIR-105,Firetree Mini Chocolate Bars Mindanao Island 73%,125,125,312,313,$1.44,$4.50,25,26.31,Firetree,"Farm 1,Farm 2",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",0.5,Philippines,,"btgt,distribution,marginhigh,mcountry-United Kingdom,stocking-stuffer"
M-FIR-106,Firetree Mini Chocolate Bars Guadalcanal 100%,93,93,340,930,$1.44,$4.50,25,26.31,Firetree,"Farm 1,Farm 2",Mini Bars,,"Dairy Free,Peanut Free,Sesame Free,Soy Free,Tree Nut Free,Gluten Free",,"Dark,Plain","Kosher-LBD,Halal,Kosher,No Refined Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",590,Solomon Islands,,"btgt,distribution,marginhigh,mcountry-United Kingdom,stocking-stuffer"
M-FRB-100,French Broad Mini Bars Dom. Republic 70%,16,16,371,"1,440",$2.12,$6.25,28,31.75,French Broad Chocolates,"Farm 1,Farm 2",Mini Bars,,"Trace Sesame,Trace Peanuts,Trace Gluten,Soy Free,Trace Tree Nuts,Trace Dairy",,"Plain,Dark","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy","1,069",Dominican Republic,,overstock-little
M-FRB-203,French Broad Mini Bars Peanut Butter Milk 45%,17,17,401,510,$2.25,$6.25,28,31.75,French Broad Chocolates,"Farm 1,Farm 2",Mini Bars,,"Trace Sesame,Trace Gluten,Soy Free,Trace Tree Nuts,Contains Dairy,Contains Peanuts",,"Milk,Inclusions","No Gluten,No Soy,No Tree Nuts",109,,"Nuts,Peanut",overstock-little
M-MAR-101,Marou Mini Bars Ben Tre 78%,29,23,66,870,$2.93,$5.00,24,27.22,Marou,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",804,Vietnam,,"BTGO,expiring-now,marginlow,marginmid,mcountry-Vietnam,overstock-more,region-Ben Tre,region-Dong Nai,region-Lam Dong"
M-MAR-102,Marou Mini Bars Lam Dong 74%,14,14,142,420,$2.51,$5.00,24,27.22,Marou,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",278,Vietnam,,"marginlow,marginmid,mcountry-Vietnam,overstock-little,region-Ben Tre,region-Dong Nai,region-Lam Dong"
M-MAR-105,Marou Mini Bars Tien Gang 70%,42,22,250,"3,780",$1.79,$5.00,24,27.22,Marou,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy","3,530",Vietnam,,"marginlow,marginmid,mcountry-Vietnam,region-Ben Tre,region-Dong Nai,region-Lam Dong"
M-MAR-203,Marou Snack Bars Tropical Fruits & Cashews 64%,12,12,171,540,$2.39,$4.50,35,88.45,Marou,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Peanut Free,Trace Sesame,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Flavored,Inclusions","Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",369,Vietnam,,"marginmid,mcountry-Vietnam"
M-MAY-200,Mayana Chocolate Mini Coconutty Bar,52,52,332,425,$1.91,$5.25,43,56.7,Mayana Chocolate,,Mini Bars,66,"Contains Dairy,Contains Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Dark Milk,Filled,Inclusions","No Gluten,No Tree Nuts",93.45,,,"black-friday,mcountry-United States,stocking-stuffer"
M-MAY-201,Mayana Chocolate Mini Fix Bar,139,109,332,695,$1.91,$5.25,43,56.7,Mayana Chocolate,,Mini Bars,66,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Contains Gluten",,"Dark Milk,Filled,Inclusions",No Tree Nuts,363,,,"black-friday,mcountry-United States,overstock-little,stocking-stuffer"
M-MAY-202,Mayana Chocolate Mini Kitchen Sink Bar,119,79,332,536,$1.91,$5.25,43,56.7,Mayana Chocolate,,Mini Bars,66,"Contains Dairy,Contains Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Contains Gluten",,"Dark Milk,Filled,Inclusions",No Tree Nuts,203.5,,Nuts,"black-friday,mcountry-United States,stocking-stuffer"
M-MAY-205,Mayana Chocolate Mini Space Bar,100,100,332,474,$1.91,$5.25,43,56.7,Mayana Chocolate,,Mini Bars,66,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Contains Tree Nuts,Trace Gluten",GF 2017,"Dark Milk,Filled,Inclusions",No Gluten,141.68,,Nuts,"black-friday,mcountry-United States,overstock-more,stocking-stuffer"
M-MAY-206,Mayana Chocolate Mini Cloud 9 Bar,148,48,332,579,$1.91,$5.25,40,56.7,Mayana Chocolate,,Mini Bars,66,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Dark Milk,Filled,Inclusions","No Gluten,No Tree Nuts",247.13,,,"mcountry-United States,stocking-stuffer"
M-MAY-207,Mayana Chocolate Mini Coffee Break Bar,193,193,311,"1,336",$1.91,$5.25,40,56.7,Mayana Chocolate,,Mini Bars,66,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Dark Milk,Filled,Inclusions","No Gluten,No Tree Nuts","1,025.15",,Coffee,"mcountry-United States,stocking-stuffer"
M-MAY-208,Mayana Chocolate Mini Monkey Bar,77,77,311,385,$1.91,$5.25,40,56.7,Mayana Chocolate,,Mini Bars,66,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Dark Milk,Filled,Inclusions","No Gluten,No Tree Nuts",74,,,"black-friday,mcountry-United States,stocking-stuffer"
M-MAY-212,Mayana Chocolate Mini Pecan Paradise,74,74,332,333,$2.13,$5.25,43,56.7,Mayana Chocolate,,Mini Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Contains Tree Nuts,Gluten Free",,"Dark Milk,Filled,Inclusions",No Gluten,1,,"Nougat,Nuts","black-friday,mcountry-United States,stocking-stuffer,valentinesday"
M-MAY-214,Mayana Chocolate Mini Coconut Lime Bar,65,65,313,450,$2.25,$5.25,40,56.7,Mayana Chocolate,,Mini Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Contains Soy,Trace Tree Nuts,Trace Gluten",,"Dark Milk,Filled,Inclusions","No Gluten,No Tree Nuts",137,,Fruit,"black-friday,mcountry-United States,stocking-stuffer"
M-MAY-215,Mayana Chocolate Mini Mother Fluffer Bar,81,21,313,270,$2.25,$5.25,0,56.7,Mayana Chocolate,,Mini Bars,,"Contains Dairy,Contains Peanuts,Contains Soy,Trace Tree Nuts,Trace Gluten,Sesame Free",,"Milk,Filled,Inclusions","No Gluten,No Tree Nuts",-43,,"Nuts,Peanut,Marshmallow","black-friday,stocking-stuffer"
M-MAY-216,Mayana Chocolate Mini Peanut Butter Jelly Bar,80,80,340,267,$2.00,$5.25,0,56.7,Mayana Chocolate,,Mini Bars,,"Contains Dairy,Contains Peanuts,Contains Soy,Trace Tree Nuts,Trace Gluten,Sesame Free",,"Milk,Filled,Inclusions","No Gluten,No Tree Nuts",-73.33,,"Nuts,Peanut,Berries","black-friday,stocking-stuffer"
M-MIC-220,Michel Cluizel Mini Bars Pause Insolente,60,40,280,450,$2.63,$6.00,27,56.7,Michel Cluizel,"Farm 1,Farm 2",Mini Bars,,"Sesame Free,Soy Free,Contains Dairy,Trace Peanuts,Trace Gluten,Contains Tree Nuts",,"Inclusions,Milk",No Soy,170,,"Nuts,Almond","marginlow,mcountry-France"
M-MIC-221,Michel Cluizel Mini Bars Mon Truc à Moi,49,29,280,735,$2.63,$6.00,27,56.7,Michel Cluizel,"Farm 1,Farm 2",Mini Bars,,"Sesame Free,Soy Free,Contains Dairy,Trace Peanuts,Trace Gluten,Contains Tree Nuts",,"Inclusions,Milk",No Soy,455,,"Nuts,Hazelnut","marginlow,mcountry-France"
M-MIC-222,Michel Cluizel Mini Bars Boost de Plaisir,75,55,280,"1,688",$2.63,$6.00,30,56.7,Michel Cluizel,"Farm 1,Farm 2",Mini Bars,,"Sesame Free,Soy Free,Contains Dairy,Trace Peanuts,Trace Gluten,Contains Tree Nuts",,"Inclusions,Milk",No Soy,"1,407.5",,"Nuts,Hazelnut","marginlow,mcountry-France"
M-MRA-103,Marana Mini Chocolate Bars Cusco 70%,138,18,522,497,$1.15,$4.50,28,36.85,Maraná,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-25.2,Peru,,"btgt,distribution,marginhigh,mcountry-Peru,region-Cuzco,region-Piura,region-San Martin"
M-MRA-105,Marana Mini Chocolate Bars Cusco Milk 50%,111,51,529,278,$1.10,$4.50,28,36.85,Maraná,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Contains Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Milk,Plain","No Gluten,No Soy,No Tree Nuts",-251.5,Peru,,"btgt,distribution,marginhigh,mcountry-Peru,region-Cuzco,region-Piura,region-San Martin"
M-MRA-106,Marana Mini Chocolate Bars San Martin 80%,133,73,501,"1,330",$1.20,$4.50,28,36.85,Maraná,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",829,Peru,,"btgt,distribution,marginhigh,mcountry-Peru,region-Cuzco,region-Piura,region-San Martin"
M-MRA-107,Marana Mini Chocolate Bars San Martin 70%,173,53,507,487,$1.15,$4.50,28,36.85,Maraná,"Farm 1,Farm 2,Farm 3",Mini Bars,,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-20.44,Peru,,"btgt,distribution,marginhigh,mcountry-Peru,region-Cuzco,region-Piura,region-San Martin"
M-PSC-206,Pump Street Mini Bars Cookie Chip Dark Milk 60%,11,11,250,248,$2.15,$5.00,20,22.68,Pump Street,"Farm 1,Farm 2",Mini Bars,,"Contains Dairy,Trace Sesame,Soy Free,Trace Tree Nuts,Contains Gluten,Trace Peanuts",,"Milk,Inclusions","No Soy,No Tree Nuts",-2.5,,,"marginlow,marginmid,mcountry-United Kingdom,stocking-stuffer"
M-RIT-107,Ritual Mini Bars Mid Mountain,47,23,524,604,$1.80,$4.25,25,34.02,Ritual Chocolate,"Farm 1,Farm 2",Mini Bars,,"Dairy Free,Trace Peanuts,Sesame Free,Trace Tree Nuts,Trace Gluten,Trace Soy","AOC gold 2016,AOC silver 2018","Dark,Plain","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",80.29,Blend,,"marginlow,marginmid,mcountry-United States"
M-SOM-201,Soma Mini Raspberry Bar,23,23,281,173,$5.15,$13.00,33,45.36,Soma,"Farm 1,Farm 2",Mini Bars,,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Trace Gluten","AOC silver 2018,ICA silver 2018","Dark,Inclusions,Plain","Organic Sugar,Vegan+,No Gluten,No Soy,No Tree Nuts,No Dairy",-108.5,Blend,"Fruit,Berries","marginlow,mcountry-Canada"
S-AUR-210,Auro x Don Papa Rum Infused Dark Chocolate 70% (Limited Batch),100,100,524,95,$3.85,$14.00,60,120.2,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Gluten Free",,"Dark,Flavored","No Refined Sugar,Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",-429.26,Philippines,Alcohol,"dadsday,distribution,marginhigh,mcountry-Philippines,region-Davao"
S-AUR-211,Auro x Don Papa Rum Masskara Dark w/ Calamansi Chili & Honeycomb 60% (Limited Batch),157,157,486,252,$4.37,$15.00,60,120.2,Auro Chocolate,"Farm 1,Farm 2,Farm 3",Chocolate Bars,60,"Trace Dairy,Trace Peanuts,Sesame Free,Trace Soy,Trace Tree Nuts,Gluten Free",,"Dark,Flavored","No Refined Sugar,No Gluten,No Soy,No Tree Nuts,No Dairy",-233.68,Philippines,"Alcohol,Citrus","dadsday,distribution,marginhigh,mcountry-Philippines,region-Davao"
S-FJA-101,Fjåk Dark West Papua 70% (Limited Microlot Series),64,64,523,960,$4.56,$16.00,60,85.05,Fjak,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten",,"Dark,Plain","No Refined Sugar,No Gluten,No Soy,No Tree Nuts,No Dairy",437,Papua New Guinea,,"btgt,mcountry-Norway"
S-FJA-103,Fjåk Dark Belize 70% (Limited Microlot Series),198,54,523,"1,114",$4.56,$16.00,60,85.05,Fjak,"Farm 1,Farm 2",Chocolate Bars,70,"Trace Dairy,Soy Free,Peanut Free,Trace Tree Nuts,Trace Gluten,Sesame Free",,"Plain,Dark","EU Organic,Vegan+,No Gluten,No Dairy,No Tree Nuts,No Soy",590.75,Belize,,
S-FJA-202,Fjåk Wild Mushroom Milk Chocolate 45% (Limited Edition),481,49,462,211,$4.56,$15.50,60,85.05,Fjak,"Farm 1,Farm 2",Chocolate Bars,45,"Sesame Free,Soy Free,Trace Tree Nuts,Trace Gluten,Contains Dairy,Peanut Free","AOC silver 2022,ICA silver 2019","Inclusions,Milk","EU Organic,No Gluten,No Soy,No Tree Nuts",-250.83,,Mushroom,"btgt,distribution,marginhigh,mcountry-Norway,weird"
S-FJA-204,Fjåk Cinnamon Roll Milk Chocolate 45% (Limited Edition),615,183,401,290,$4.53,$15.50,60,85.05,Fjak,"Farm 1,Farm 2",Chocolate Bars,45,"Contains Dairy,Peanut Free,Sesame Free,Soy Free,Trace Tree Nuts,Contains Gluten",AOC gold 2023,"Flavored,Milk","EU Organic,No Soy,No Tree Nuts",-111.21,Dominican Republic,Spice,"btgt,distribution,estate-Oko Caribe,marginhigh,mcountry-Norway,POS"
S-KAK-200,Kakoa Milk Chocolate w/ Mint Caramel 60%,29,29,386,435,$5.50,$13.00,60,76.54,KAKOA,,Chocolate Bars,60,"Contains Dairy,Peanut Free,Soy Free,Trace Tree Nuts,Gluten Free,Sesame Free",,"Milk,Inclusions","Milk Alternative,No Gluten,No Soy,No Tree Nuts",49,Mexico,"Caramel,Mint",holiday
S-MIS-110,Mission Chocolate Brazil 70% (Limited),25,25,220,150,$4.50,$13.50,60,74.84,Mission Chocolate,"Farm 1,Farm 2,Farm 3",Chocolate Bars,70,"Trace Dairy,Trace Peanuts,Sesame Free,Soy Free,Trace Tree Nuts,Gluten Free",,"Dark,Plain","Organic Sugar,Vegan,No Gluten,No Soy,No Tree Nuts,No Dairy",-70,Brazil,,"marginmid,mcountry-Brazil,overstock-more"
S-RAA-207,Raaka Apple Crisp Chocolate Bar 60% (Seasonal),18,18,462,540,$3.28,$8.50,50,59.53,Raaka,"Farm 1,Farm 2",Chocolate Bars,,"Peanut Free,Gluten Free,Sesame Free,Soy Free,Tree Nut Free,Trace Dairy",,"Raw,Dark,Inclusions","No Dairy,No Tree Nuts,No Soy,No Gluten,Kosher NFC,Vegan+",78,Uganda,"Fruit,Spice",
